Height,Width,Weight,Cost,Transport
31,6,173774,85.23,Airways
24,9,1829,11.3,Airways
39,21,4775,11.13,Roadways
11,6,15189,50.99,Waterways
13,8,130902,56.84,Roadways
34,8,4870,21.27,Roadways
3,2,33,12.33,Waterways
14,6,865,16.11,Airways
24,,2116,11.31,Waterways
8,5,606,17.48,Roadways
,10,91129,80.41,Airways
40,16,2411058,61.12,Roadways
26,12,859282,64.19,
6,5,57,24.67,Waterways
,,,11.57,
15,8,3874,10.87,Waterways
17,,413,18.32,Airways
13,7,52901,51.96,Waterways
12,7,13115,29.96,Airways
37,16,2270714,70.47,
14,7,2613,14.47,Airways
11,7,1393,17.55,Airways
20,8,6522,49.19,
18,6,578,21.32,Roadways
30,,,93.09,Roadways
35,,2020993,59.35,
25,11,585685,51.75,
19,13,,13.93,Airways
26,15,2028,17.8,Airways
34,15,1680232,29.79,Airways
39,,1950,20.11,Airways
5,3,19,11.87,
26,12,780,15.34,Waterways
13,7,822,10.14,Roadways
11,,17825,63.12,
,7,771,15.76,
16,8,4714,13.56,Roadways
,,1232,22.53,
29,14,638,24.12,Roadways
5,3,,14.82,Roadways
9,5,247,16.93,Roadways
36,10,2534,14.96,Airways
25,8,12530,98.26,Roadways
18,,2867,13.44,Roadways
45,15,4191874,69.33,
,7,,13.71,Waterways
23,6,3307,14.06,Waterways
15,8,107735,44.47,Roadways
16,6,1646,21.65,Airways
24,7,160100,38.47,Waterways
31,19,,45.46,Waterways
33,29,186396,63.86,Roadways
8,5,7203,84.32,Airways
13,7,359,16.55,
25,14,,10.36,
23,10,530923,33.31,Roadways
20,7,3102,24.79,Waterways
39,18,52546,74.97,Airways
14,6,29045,78.26,Roadways
7,4,253,20.63,Roadways
8,,1566,20.03,Airways
24,8,4584,17.04,Waterways
20,8,1728,21.49,Airways
28,6,731,19.81,Roadways
23,15,968,15.44,Roadways
12,6,37265,64.95,Waterways
21,10,143279,61.12,Waterways
21,,222,23.75,Roadways
14,8,176,23.11,Roadways
25,6,5748,61.49,
32,12,2499,24.08,Roadways
27,12,1460,24.52,
23,9,754,18.52,Roadways
36,21,38586,89.79,Roadways
13,6,108,13.27,Roadways
42,19,199760,85.95,Airways
,15,1089134,73.1,Roadways
6,5,61,23.27,Airways
37,15,50623,82.75,Airways
8,4,3882,11.51,
40,22,10366187,73.25,Airways
12,8,,73.85,Airways
16,8,5389,60.43,Airways
7,,70,14.52,Waterways
24,11,386209,68.46,Airways
3,3,70,11.14,Airways
19,6,57229,37.14,Roadways
8,5,243,19.45,Airways
35,8,1539,15.69,Waterways
16,7,5734,88.32,Airways
21,7,1008,22.59,Airways
12,6,372,24.75,Waterways
17,7,188571,65.8,Airways
25,17,1070057,74.85,Roadways
15,8,541,22.95,
16,6,3538,14.04,Waterways
9,,,16.99,Waterways
12,8,2589,21.59,Roadways
35,10,4175,13.81,Airways
,6,119,10.88,Roadways
30,8,11232,97.75,Waterways
26,9,81516,85.77,Roadways
25,6,80896,54.99,Roadways
14,6,1736,20.78,Waterways
10,5,4915,20.25,Roadways
35,8,755,19.35,Waterways
15,7,517,16.3,Airways
17,,1298,13.72,Airways
26,12,2485,22.11,Airways
12,6,1487,13.07,Roadways
,4,82,16.39,
16,8,349,18.64,Airways
,5,476,10.06,Waterways
32,9,15047,74.45,Airways
42,11,1820339,35.67,
,15,2502,21.65,Waterways
25,11,,97.86,
12,8,145,21.87,Airways
20,,,75.91,Roadways
18,9,482,11.64,
9,5,100,24.26,Waterways
3,3,16,11.79,
39,12,3337,17,Waterways
13,8,3743,12.25,Airways
10,4,900,22.87,Roadways
30,6,12404,27.58,Roadways
21,10,118105,32.23,Airways
21,10,159990,51.43,Airways
14,,42038,82.31,Roadways
21,10,434,18.8,Waterways
21,10,610,18.82,Roadways
51,14,10148222,99.33,
24,10,342,11.48,Roadways
37,10,44596,74.58,
24,7,3033,11.84,Waterways
30,14,2458806,36.71,Waterways
15,6,184,20.07,Waterways
46,12,873,12.32,
12,8,99414,96.56,Airways
46,21,,38.37,Roadways
20,9,5386,57.61,Airways
31,,283704,87.85,Roadways
29,14,770,13.52,Airways
23,14,10705,82.23,Waterways
3,2,10,24.45,Airways
19,15,571,13.1,Airways
13,6,36333,53.16,Airways
30,16,2011,21.3,Roadways
12,8,1185,24.02,
20,12,306918,71.24,Waterways
3,3,51,17.01,Waterways
5,,3184,24.09,
20,10,9714,39.83,Roadways
24,9,2202,23.57,Airways
18,13,1192,24.83,
16,7,143,20.7,Airways
20,7,598,19.2,Roadways
3,2,16,11.35,Airways
21,13,2453,17.84,
33,9,1527,13.08,Roadways
11,7,2345,23.73,Roadways
35,19,2311,18.3,Roadways
33,25,3390,20.14,Airways
,6,406,24.54,
6,4,60,13.7,Roadways
20,11,265328,51.01,Waterways
19,8,,61.41,
,,1337,22.38,Airways
9,4,,22.25,Roadways
22,6,66359,95.91,Roadways
18,13,459,22.6,
30,13,1172668,63.79,Waterways
29,14,,48.17,
23,8,10238,99.5,Airways
26,10,2903,16.7,Roadways
10,5,,20.71,Airways
34,20,2887,18.97,Roadways
35,14,,70.93,Roadways
33,7,8990,96.17,Waterways
18,10,479,24.97,Waterways
19,6,79610,35.75,Roadways
,14,22277,90.98,Roadways
20,7,226,16.86,Airways
20,10,5363,40.16,Roadways
23,6,759,13.72,
15,,1738,11.72,
15,6,778,15.3,Airways
15,7,,23.55,Waterways
18,6,74014,82.99,Airways
30,11,445451,46.63,Waterways
12,7,22955,93.51,Airways
47,20,7922,99.3,Roadways
,26,18571,74.93,
37,18,125571,50.75,Roadways
8,4,4824,10.95,Airways
6,5,5222,38.62,Roadways
50,30,11811959,96.9,Waterways
,,959383,25.47,Roadways
37,14,28060,28.76,Roadways
13,6,64689,46.39,Waterways
25,,2900,11.96,Waterways
33,11,4481,20.87,Airways
34,12,677,14.14,Airways
14,6,770,10.41,Roadways
10,5,12676,49.51,
16,7,4313,13.32,
4,,93,10.67,Waterways
16,7,,21.98,Airways
38,17,116226,95.37,Waterways
21,7,,28.06,Airways
18,9,728,18.48,
14,7,129,22.03,Roadways
4,3,496,24.65,
33,17,2601,11.88,Roadways
14,7,3965,12.89,Waterways
33,13,,19.73,Roadways
24,10,352969,52.01,
29,11,2311,23.47,Roadways
41,23,80601,54.26,Airways
23,9,14301,71.28,Roadways
8,4,5164,99.71,Airways
26,6,75479,27.57,Roadways
27,11,2318,23.96,Airways
45,,4519,13.98,Waterways
17,8,10055,81.04,
32,7,303,23.87,Airways
21,6,,12.77,
25,9,880,10.05,Waterways
16,8,,34.06,Roadways
13,8,67826,52.58,Airways
39,12,466,22.05,Roadways
12,6,,22.67,
,8,220,24.06,Waterways
35,16,3964354,67.96,Roadways
5,5,189,24.49,Roadways
,13,4210076,67.7,
15,,74065,87.03,Roadways
18,11,363,18.03,
6,5,,12.32,
43,16,3968,24.5,Waterways
30,12,1609,21.84,Roadways
34,11,805828,98.98,Airways
31,14,43540,60.94,Roadways
24,10,2273,15.91,Airways
12,6,20314,44.82,Airways
38,20,8214668,34.32,Airways
,8,203,24.05,
9,4,133,21.34,Waterways
45,29,31841,69.39,Waterways
22,16,381349,41.24,Waterways
,10,16084,85.8,Airways
12,8,895,22.35,
18,6,5881,65.31,
6,,1311,10.52,
12,,52934,69.39,
29,11,490720,55.4,Roadways
22,9,6290,70.72,Airways
17,7,474,15.19,Airways
12,6,42909,41.65,Roadways
16,7,4392,17.19,Roadways
22,11,5178,67.66,Roadways
5,3,39,21.12,Waterways
,6,16076,95.71,Roadways
10,5,598,22.57,Waterways
5,5,78,12.06,
17,8,8439,93.21,
28,,1597503,87.06,Airways
27,9,242,11.58,Airways
6,5,2932,19.03,Roadways
13,7,141,19.27,Airways
4,4,28,24.68,Airways
32,16,62438,63.36,Roadways
21,11,14181,37.36,Roadways
4,4,33,14.91,Airways
24,9,2462,22.22,Waterways
22,15,9711,89.29,Roadways
,8,,24.77,
13,6,62796,28.54,Airways
19,6,910,11.77,Roadways
34,9,2511,11.44,
13,6,321,17.75,Waterways
6,4,283,20.35,Roadways
26,9,,65.66,Airways
4,,60,13.46,Roadways
21,7,1794,21.72,Airways
14,8,296,12.7,Airways
25,9,,33.52,Roadways
24,10,12107,25.57,Roadways
48,,1995643,71.55,Roadways
4,4,,21.72,Roadways
11,6,18765,63.68,
15,6,406,16.1,Roadways
19,8,4071,10.45,Airways
47,7,1044578,51.6,
40,15,10814,63.93,Roadways
20,9,14995,73.16,Waterways
,6,80,23.42,Airways
28,9,351,17.82,Roadways
9,5,519,18.53,Waterways
30,10,1511,18.02,Roadways
17,,6099,38.22,Roadways
21,6,220,21.05,Roadways
36,18,5222,31.46,Waterways
26,10,,21.57,
23,8,780,20.57,Roadways
20,9,116422,39.19,Roadways
23,6,90258,76.09,Airways
29,11,5805,99.25,Roadways
25,9,384,23.04,Airways
31,12,19105,95.24,Airways
,6,,19.9,
35,11,34085,80.68,Roadways
30,13,2708726,81.4,Roadways
36,21,7114,97.81,Roadways
39,15,2220506,73.19,
25,10,23399,34.98,Waterways
49,14,2810985,77.86,Roadways
27,11,23792,65.75,Airways
38,13,3643,15.44,Waterways
12,6,2218,20.58,
19,9,6441,74.98,Airways
9,4,144,19.82,Waterways
16,,47074,92.7,
8,5,164,23.78,
10,4,1322,13.05,Roadways
25,8,2059,18.2,Waterways
40,23,21377,57.82,Waterways
31,8,,82.73,Roadways
6,4,78,22.41,Roadways
,17,1529,18.23,Roadways
,4,178,11.45,
46,9,7985,34.78,Airways
12,7,26564,48.77,Waterways
,8,4283,13.66,Waterways
55,12,1471,14.55,Waterways
9,5,,22.81,Waterways
9,5,1539,18.39,Waterways
22,12,10438,49.43,Roadways
24,12,,19.11,Airways
38,14,21260,72.68,
23,11,1172,20.85,
25,17,909326,63.03,Airways
14,7,3605,19.44,Airways
36,,4835745,90.2,Airways
,4,90,17.77,Roadways
31,25,132422,81.27,
43,19,,25.54,
8,5,,10.15,Roadways
36,7,13573,58.63,Airways
21,16,,98.45,
6,5,2708,11.24,Roadways
,6,85362,45.73,
6,5,739,12.01,Airways
7,4,45,10.17,Airways
17,11,56742,61.1,Roadways
20,7,186299,26.53,Waterways
22,13,689,13.83,Airways
36,16,2425,20.79,Waterways
37,11,595,13.22,Airways
32,16,31271,45.35,Waterways
8,4,4796,19.42,Roadways
33,13,1072,23.8,
30,13,4921,22.82,Roadways
11,8,3249,14.69,
8,4,194,23.6,Roadways
24,13,,21.64,Waterways
19,14,15872,53.66,Waterways
12,7,398,13.39,Roadways
24,8,171,21.71,Airways
22,13,4438,13.93,
16,8,66693,68.94,Waterways
34,,24845,43.71,
61,28,7379,49.96,
12,7,442,21.3,Airways
32,12,1484797,86.08,Roadways
31,17,7076,30.87,Airways
34,11,491322,42.17,Waterways
37,7,268520,34.86,Roadways
26,12,4427,16.24,Roadways
39,15,3305,18.54,Roadways
47,11,1053064,41.49,Airways
42,6,272,10.68,Airways
18,6,57952,91.83,Airways
19,,224,13.67,Waterways
26,11,13638,32.83,Airways
20,,159,10.21,
19,8,11943,44.22,Roadways
8,4,515,19.8,Roadways
27,7,6993,82.78,Airways
9,5,684,13.48,Roadways
31,15,758,19.4,
21,,9826,70.57,Waterways
19,8,422,17.34,Waterways
35,8,23960,55.62,Roadways
45,26,20346568,52.48,Roadways
10,5,237,10.23,Waterways
4,3,34,10.12,Airways
50,24,4321,18,Waterways
19,11,2555,18.1,Roadways
20,7,131650,96.57,Airways
22,14,9767,66.65,Airways
24,8,164,12,
18,6,47878,94.04,Airways
,7,212,15.06,Roadways
40,20,5699424,82.18,Roadways
34,15,2262530,50.47,
30,10,,56.3,Roadways
33,,349,18.05,Roadways
37,19,4400327,44.05,Roadways
44,15,14821,74.6,Roadways
16,6,2148,14.5,Roadways
62,,20460,79.21,
20,6,93786,54.91,Airways
20,7,564,18.25,Airways
23,12,493,12.13,Roadways
31,11,9661,73.21,Roadways
27,19,7729,41.63,Airways
25,9,9411,89.34,Airways
26,8,10952,54.34,Waterways
13,7,591,15.11,Waterways
22,10,3632,24.3,Roadways
,10,,20.73,Airways
38,10,1507764,32.7,Roadways
18,7,74721,72.91,Airways
18,8,81144,65.02,Airways
25,13,3556,19.42,
30,9,1016836,25.67,Airways
24,16,520206,42.44,Airways
46,8,567,11.65,Roadways
3,3,43,22.47,Roadways
12,,378,10.9,
19,10,8844,29.6,
49,21,6413047,84.77,Roadways
19,10,1356,16.43,
10,5,491,20.17,Waterways
38,,9324,63.39,
41,15,4227915,70.75,Roadways
19,11,814,24.56,Roadways
26,9,399,10.39,Roadways
38,18,,13.81,Airways
49,20,5838,57.41,Waterways
,,3328,23.34,
32,6,270860,84.25,Roadways
29,6,165,24.93,Airways
34,10,17801,62.89,
18,6,133,15.7,
38,26,19093,58.3,Roadways
3,3,39,17.58,Roadways
,5,970,22.43,Roadways
,12,1739,22.95,Waterways
32,15,2850,23.52,
16,6,600,11.72,Waterways
3,3,18,10.68,Airways
3,2,4,14.53,Waterways
31,11,2974,20.05,Roadways
22,16,1987496,52.8,
5,,1751,11,Waterways
4,4,96,12.24,Airways
16,6,55,12.73,Roadways
35,20,9890,48.77,Airways
21,14,1711,17,Airways
13,6,2195,21.89,Airways
30,15,3754471,80.7,Waterways
39,9,2229,17.55,Roadways
15,6,48207,48.58,
27,6,8106,67.34,Waterways
7,4,54,23.86,Roadways
13,8,775,19.03,Roadways
41,7,11101,35.38,
17,11,9861,37.29,
5,3,411,22.14,Airways
18,8,676,11.6,Airways
49,,2603,18.13,Airways
8,4,125,23.12,Roadways
17,6,25340,41.71,Roadways
39,6,1465,18.92,Waterways
27,20,1004464,89.5,Airways
3,2,81,10.18,
45,11,10855,29.74,Airways
15,7,381,10.22,
15,6,3542,18.11,Waterways
4,4,13,18.32,Airways
10,4,2269,14.52,Roadways
22,,124813,64.63,Roadways
17,,7467,68.42,
4,3,628,20.17,Airways
32,11,29441,70.7,Airways
21,13,1172,23.07,
25,15,2236,20.81,Airways
5,5,86,10.73,
42,22,19091622,80.2,Airways
18,8,972,19.37,Waterways
,7,43109,26.83,Roadways
19,6,113368,95.23,Airways
17,6,3109,17.58,
7,5,287,14.88,Roadways
30,8,1640,24.81,Waterways
10,5,108,10.2,
,9,10544,62.79,Airways
18,,,12.98,Waterways
36,6,68354,67.97,Airways
17,9,,15.65,Roadways
13,,1939,14.65,Roadways
27,16,38462,78.97,Waterways
18,11,167572,82.18,Airways
55,12,5281237,64.18,
8,4,166,17.33,Airways
25,11,1461,21.06,Airways
,11,516174,98.9,
27,11,18767,25.81,Roadways
17,7,47834,65.36,Airways
35,6,1652,20.95,Roadways
28,8,538,20.81,Airways
18,,122696,34,Roadways
9,5,340,22.79,
49,7,1443776,27.17,Airways
44,14,45246,39.71,Waterways
45,10,1553870,61.24,Roadways
44,16,104185,70.82,Roadways
,4,,33.89,
37,12,333589,31.83,Roadways
21,8,,16.04,Airways
27,11,14810,92.78,Airways
10,5,261,19.05,Waterways
15,7,64455,59.07,Airways
28,7,1408,13.27,Roadways
25,11,733006,48.58,
18,8,263482,58.03,Airways
51,33,,85.85,Roadways
11,,3950,11,
14,6,1591,15.03,Roadways
14,7,,51.19,Airways
35,25,59520,67.67,Roadways
28,7,606,14.09,Airways
33,22,11835,98.81,Waterways
14,7,5065,27.23,Roadways
44,14,2158679,61.53,Waterways
34,14,6445,50.39,Roadways
18,8,2531,12.03,Airways
31,22,54505,58.61,
26,6,1594,13.61,Roadways
16,8,724,16.13,Airways
11,8,138,14.19,
20,11,426,16.34,Airways
26,13,,18.52,Airways
15,,1184,17.32,Airways
25,7,1229,18.81,Waterways
6,5,155,19.66,Waterways
34,14,811371,56.32,Roadways
21,,501492,53.06,
51,21,9117294,46.57,Airways
12,8,1459,14.28,Roadways
18,8,186324,70.19,Roadways
16,6,4197,22.29,Roadways
48,,4831383,72.26,
15,8,227,18.74,
,7,570,24.53,Waterways
40,9,33281,31.32,Waterways
20,7,126426,40.92,Airways
28,8,1294,14.61,Airways
6,5,235,17.66,Airways
55,31,16372329,56.67,Airways
5,5,55,13.03,Waterways
32,16,,73.94,Roadways
36,12,,35.46,Airways
18,8,211563,28.85,
26,12,16373,41.85,
3,2,15,17.05,Airways
11,6,1302,16.6,Waterways
26,10,3733,21.18,Roadways
32,16,531,17.42,Airways
5,4,251,13.68,Airways
31,8,,20.64,Roadways
7,4,145,16.83,Waterways
35,12,2009349,84.9,Waterways
,12,773,12.77,
38,15,706,24.11,Roadways
40,24,7739,79.48,Roadways
3,2,81,12.48,Airways
10,5,741,14.71,Waterways
14,7,1622,16.81,Roadways
16,7,3159,10.53,Roadways
50,21,17324,87.42,Waterways
31,,284,12.99,
10,4,7743,30.65,Waterways
5,5,1539,22.79,Waterways
7,4,77,16.71,Airways
11,7,853,20.5,Roadways
5,,53,18.77,Waterways
8,5,3490,20.23,Roadways
20,,190551,67.24,Roadways
21,10,17958,57.92,Roadways
20,11,2109,23.88,Roadways
12,8,,61.72,Roadways
10,5,1468,22.94,Roadways
15,8,2209,15.82,
12,8,1377,10.46,
7,5,494,24.37,Airways
27,12,1186046,67.53,
22,,12235,84.82,Waterways
23,9,578,21.28,Waterways
9,4,397,20.73,Waterways
60,35,21012,73.74,Airways
53,12,75671,36.65,Roadways
16,7,119618,66.63,Waterways
5,,300,23.55,
21,9,725,10.64,Roadways
21,12,26572,94.08,Roadways
26,10,12172,87.65,Airways
4,4,115,23.5,Airways
48,22,5903,38.49,
9,5,755,16.16,Roadways
9,5,6873,41.16,Roadways
11,6,12634,55.67,Roadways
11,6,1440,20.08,
16,,4749,17.4,
,,62433,54.5,Airways
4,4,180,16.84,
8,,324,20.19,Waterways
32,19,6897,63.89,Airways
37,10,648,14.56,Roadways
23,8,734,19.38,Roadways
23,13,1606547,38.36,Airways
11,7,309,15.39,Roadways
14,,104492,63.76,Airways
19,13,334,10.49,Roadways
9,4,55,14.69,Roadways
29,6,1796,15.75,Airways
5,4,108,17.16,Roadways
23,9,928,21.51,Airways
25,9,749116,82.52,Waterways
14,7,20425,35.69,Waterways
26,9,1193,24.87,Waterways
,11,449,21.61,Airways
20,9,6777,70.29,Airways
30,7,222447,44.18,Roadways
16,6,455,16.07,Airways
8,5,5260,28.18,
,12,,45.62,
12,6,257,18.4,
19,8,222862,32.01,Airways
21,9,537458,26.17,Roadways
30,15,15976,35.11,Airways
15,7,1505,22.1,Roadways
,7,2242,11.29,
19,9,340045,35.14,
25,10,1990,11.36,
30,13,2261,10.47,Roadways
18,7,1485,18.05,Roadways
34,14,1470095,25.93,
11,6,71,14.33,Airways
26,,11369,79.29,Roadways
12,,841,10.72,Waterways
30,14,3169,21.84,Roadways
23,15,1380348,85.4,Roadways
38,17,2025541,94.02,Waterways
17,9,666,19.75,Airways
24,12,591,17.95,Roadways
,7,3267,22.29,Waterways
40,18,1275,16.64,Roadways
22,9,153022,44.98,Airways
42,18,,17.43,Airways
25,12,14417,91.58,Airways
24,,5297,41.01,
18,7,5422,53.22,Roadways
,12,279961,92.96,Waterways
19,10,2649,19.08,Roadways
28,16,593,16.82,Waterways
13,6,30392,53.23,Waterways
29,10,,91.73,Waterways
38,,710,14.9,Airways
8,5,3256,22.21,Airways
25,19,1801438,49.98,Airways
4,4,139,11.87,
6,5,2539,21.66,Roadways
18,11,991,21.43,Waterways
28,,31545,33.74,Airways
12,8,1392,10.95,Waterways
19,11,6979,66.38,
10,4,10795,61.67,Roadways
13,8,3163,11.28,Airways
19,9,3126,22.69,Roadways
11,6,1057,19.68,Airways
15,8,2335,19.85,Airways
34,6,8251,43.48,Waterways
,6,,19.45,Airways
24,8,2028,24.13,Roadways
22,10,419022,75.69,Roadways
24,12,,84.04,
25,10,24399,56.65,Roadways
30,16,27101,35.27,
12,7,3232,14.6,Roadways
,6,117,24.87,
26,15,2662332,25.6,Roadways
36,7,18371,74.08,Airways
24,16,690,22.7,Airways
,8,106300,86.5,Waterways
29,9,10286,61.68,Airways
27,13,,22.98,
8,4,4081,12.65,Roadways
17,12,1017,19.05,Airways
25,21,918,22.2,
50,7,19255,54.42,Airways
19,9,13417,89.07,Airways
18,6,530,10.42,Waterways
41,21,5190779,92.97,Roadways
5,4,959,20.28,Waterways
24,6,107047,84.45,Waterways
4,4,679,23.91,Waterways
27,7,301,14.75,
33,,,69.89,Roadways
3,3,39,21.71,Roadways
23,,2320,19.35,Waterways
22,14,4065,23.24,Airways
18,7,75909,29.92,Roadways
11,8,62164,61.88,Airways
30,16,483,17.3,Waterways
10,,2733,11.46,Roadways
8,4,4412,10.51,Roadways
4,,376,15.29,Roadways
17,10,804,14.41,Waterways
25,10,9155,81.17,Waterways
31,11,13903,90.06,Waterways
26,11,1745,17.48,Roadways
4,3,48,21.69,Airways
12,7,28301,55.76,Roadways
3,3,58,24.94,Waterways
19,7,66,19.01,
32,11,1030,17.68,Waterways
40,8,20765,90.77,Roadways
45,8,7128,78.43,Airways
19,11,749,13.05,Waterways
9,5,1172,13.57,Airways
15,7,95122,44.75,Waterways
28,7,14818,48.48,Roadways
,7,11219,70.76,
19,,207319,36.03,Roadways
41,12,26968,90.12,
27,12,23798,75.91,
31,17,652,13.77,Airways
15,,59322,39.47,Airways
33,16,62633,28.93,Roadways
24,11,15087,89.08,Airways
3,3,62,23.4,Airways
32,8,29448,50.33,
19,7,2535,22.87,Airways
23,9,7768,33.19,Airways
14,8,236,19.43,Airways
3,2,58,10.91,Airways
,4,2455,24.23,Waterways
6,4,44,13.25,Waterways
36,,5388574,66.28,Waterways
3,2,11,19.91,Airways
57,37,2388,18.53,Waterways
5,3,44,13.94,Waterways
17,8,770,20.28,Roadways
6,5,2711,14.46,Roadways
13,8,,12.46,
21,,9118,86.16,
31,9,802079,98.89,Waterways
18,7,3521,10.3,Roadways
41,15,577,16.95,Roadways
16,6,907,23.83,Roadways
15,6,45264,71.1,Roadways
13,6,1034,20.25,
25,9,332,20.09,
34,18,80943,27.79,Airways
32,15,999739,74.08,Roadways
52,27,13037599,38.81,Airways
19,8,281646,83.04,
34,21,7593,98.8,Airways
19,6,250,18.05,Roadways
35,19,3997714,61.01,Roadways
25,8,9752,65.07,Airways
18,7,4847,22.88,Airways
23,10,15895,39.42,Waterways
8,5,11611,34.32,Airways
26,12,33054,45.12,Waterways
19,7,45181,92.07,Waterways
11,7,,24.87,Airways
25,15,1492,23.99,Airways
25,6,2862,14.29,Roadways
46,17,1110,15.27,Airways
35,13,,50.42,Roadways
23,13,679881,54.33,Roadways
22,15,5352,76.16,Waterways
7,4,,11.63,Roadways
36,20,80924,79.61,Waterways
25,13,1829,13.34,Roadways
22,13,409614,84.06,Waterways
14,8,35758,80.35,Roadways
32,9,8273,45.41,Roadways
16,6,178,18.8,Roadways
21,6,207,11.4,Airways
14,7,440,18.1,Roadways
9,4,4138,13.36,Airways
17,9,5960,62.85,Roadways
21,10,159037,97.46,Roadways
24,6,155,15.57,Waterways
39,,,99.71,
22,10,13313,81.65,Airways
3,2,41,24.15,Roadways
22,7,55542,45.2,Airways
40,10,1626,14.52,Roadways
18,9,68615,97.86,Waterways
19,6,457,15.74,Roadways
11,6,25430,27.37,Waterways
11,8,,23.31,
12,8,57131,96.49,Roadways
22,9,230104,27.66,Airways
47,7,5694,33.05,Roadways
6,5,197,22.73,Roadways
21,11,21370,63.29,Roadways
13,8,135,23.66,Roadways
17,11,98,23.49,Roadways
28,11,1043,10.54,Waterways
10,5,15206,77.94,Airways
16,8,209013,61.25,Airways
22,8,258,18.63,
18,7,243,15.13,Roadways
12,7,26367,39.37,Roadways
47,15,7929007,59.66,Roadways
29,7,220,20.38,Roadways
11,7,15138,73.23,Roadways
9,5,84,22.25,Airways
5,5,2850,16.4,Roadways
36,17,375,13.96,Roadways
37,9,4151,24.8,Airways
8,4,47,18.89,Waterways
21,10,10005,38.78,Roadways
24,11,522326,65.46,Airways
34,11,59131,85.53,
13,6,1103,14.79,
18,10,456,19.03,Airways
24,11,473744,37.66,Waterways
16,8,56467,37.49,Roadways
13,8,396,11.13,
19,7,23520,80.27,Waterways
8,4,432,22.87,Airways
24,17,50717,81.11,
32,10,18651,62.53,
27,15,18958,51.92,Airways
,,,83.58,
44,13,387,18.35,Airways
9,4,434,18.29,Roadways
18,11,1298,14.62,
26,9,628661,30.23,Airways
9,5,395,18.56,
26,8,14194,54.15,Roadways
20,13,381630,85.87,Waterways
45,7,18289,85.66,Roadways
23,10,285530,76.57,
30,15,31074,43.12,Roadways
49,23,8417,28.5,Roadways
8,5,80,19.63,Waterways
35,10,567613,93.37,
12,8,36829,71.63,Roadways
19,10,435642,49.86,Airways
5,5,265,16.39,Airways
35,17,35542,67.03,Roadways
13,,121463,66.32,Airways
8,4,1065,15.77,
40,9,2989,19.68,Roadways
29,6,529,15.22,Airways
30,22,52276,72.4,Airways
34,14,5507,29.53,Airways
12,8,406,21.17,Roadways
18,8,,19.4,Waterways
7,4,45,15.11,Waterways
26,10,3031,21.29,
8,5,9063,25.03,Roadways
34,10,14435,39.25,Waterways
18,7,189,13.64,Waterways
52,19,,89.28,Waterways
26,12,640,14.24,Roadways
41,,77974,33.72,
33,,34602,36.92,Roadways
18,9,1090,11,Roadways
33,20,1180,18.99,
34,18,9354,78.08,Airways
21,15,,86.01,
24,7,257075,46.45,Airways
26,,,26.86,Roadways
3,3,60,23.77,Roadways
12,8,114,15.71,Roadways
9,4,625,15.25,Airways
,4,258,14.81,
21,10,279574,61.73,Airways
19,,8915,50.92,
17,6,3486,20.97,Waterways
16,7,59081,64.08,Airways
27,,479,24.1,Waterways
5,5,273,12.39,Airways
8,,6920,61.11,
21,11,3492,14.78,Waterways
24,11,426,10.09,
10,5,150,12.91,Roadways
25,16,31305,86.34,
30,13,30361,42.49,Roadways
9,4,9739,79.83,Roadways
12,6,23126,32.31,Roadways
21,6,8356,92.31,
12,6,,23.71,Airways
10,4,8872,67.63,
15,,45965,99.1,
23,11,476719,40.36,Roadways
13,8,164,24.03,Waterways
4,4,171,11.43,Roadways
21,7,,22.88,
,11,244,18.57,Roadways
15,6,36904,57.31,Airways
33,,84689,92.11,Roadways
5,5,41,21.46,Roadways
11,7,59056,87.48,Roadways
20,8,10532,84.79,Roadways
,14,2254,24.15,Airways
11,7,2027,17.39,Airways
7,5,483,11.21,Roadways
3,3,242,23.65,Waterways
30,14,38846,80.53,
33,12,676,18.76,Roadways
35,7,276869,37.63,Waterways
32,10,2493,12.45,Waterways
32,,,37.46,
33,17,1142570,86.49,Airways
,,429,20.36,Roadways
20,10,7129,29.49,Airways
26,6,129309,62.72,
30,8,,17.72,Airways
,,312444,80.89,Roadways
29,21,4618056,30.52,Airways
13,7,33635,48.12,
12,8,515,20.22,Waterways
13,7,66230,86.13,Roadways
18,6,128,16.37,Airways
42,14,56495,47.06,Waterways
4,,39,21.85,Roadways
29,14,19595,41.92,Roadways
5,5,1392,21.83,Roadways
13,7,415,14.19,
25,11,189314,60.63,
11,8,139,11.51,Airways
57,19,9502360,87.68,Waterways
12,8,3237,11.44,Roadways
33,19,808,24.5,Roadways
4,3,590,16.33,Waterways
38,12,1769081,80.17,Roadways
16,8,,16.02,Roadways
5,3,875,12.91,Roadways
25,12,503,23.6,Roadways
23,6,6575,67.54,Roadways
25,15,912267,29.38,Waterways
38,,,41.23,Roadways
4,3,437,22.96,Waterways
,8,277,14.83,Roadways
20,6,478,15,Roadways
43,9,525172,86.7,Roadways
37,13,36871,70.17,
44,15,28896,38.39,Airways
35,14,25481,93.53,Roadways
26,7,240565,88.5,Roadways
16,6,2176,20,Waterways
17,11,,23.43,Roadways
27,16,17205,40.8,
13,6,,12.18,
3,3,216,11.76,Airways
3,3,314,24.2,Roadways
19,6,154,11.01,Airways
3,2,25,21.08,Roadways
23,7,617,23.06,Roadways
6,5,508,20.62,Waterways
